item,source,group,level,intent,expect,metric,target,actual_metric,fired_all_rules,fired_live,missing,false_fire,suppressed,co_fired,status_live,cell_live
MIX2_CLUSTER-MEANSHIFT_L3_137,13,combo,3,CLUSTER_FAIL;MEAN_SHIFT,fire,(조합),,,CLUSTER_FAIL;MEAN_SHIFT,MEAN_SHIFT,,,,,MINOR,"[MINOR] [현상] 분포 중심이 한쪽 spec으로 치우쳐 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포 중심이 한쪽 spec 으로 치우침 — offset/센터링 trim 검토"
MIX2_CLUSTER-MEANSHIFT_L4_138,13,combo,4,CLUSTER_FAIL;MEAN_SHIFT,fire,(조합),,,CLUSTER_FAIL;MEAN_SHIFT,MEAN_SHIFT,,,,,MINOR,"[MINOR] [현상] 분포 중심이 한쪽 spec으로 치우쳐 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포 중심이 한쪽 spec 으로 치우침 — offset/센터링 trim 검토"
MIX2_CLUSTER-MEANSHIFT_L5_139,13,combo,5,CLUSTER_FAIL;MEAN_SHIFT,fire,(조합),,,CLUSTER_FAIL;LOW_CPK;MEAN_SHIFT,LOW_CPK;MEAN_SHIFT,,,,LOW_CPK,MAJOR,"[MAJOR] [현상] 공정능력지수(Cpk)가 기준(1.33) 미달입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 공정능력지수 미달(cpk<1.33) — 산포/센터링 근본 점검"
MIX2_HEAVYTAIL-CLUSTER_L1_155,13,combo,1,HEAVY_TAIL;CLUSTER_FAIL,not_fire,(조합),,,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
CENTER_FAIL_L1_080,14,single,1,CENTER_FAIL,not_fire,center_fail_ratio,1.0,0.925,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
EDGE_FAIL_L4_078,14,single,4,EDGE_FAIL,fire,edge_fail_ratio,2.65,2.6724,EDGE_FAIL,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
EDGE_FAIL_L5_079,14,single,5,EDGE_FAIL,fire,edge_fail_ratio,2.78,2.8131,EDGE_FAIL,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
MIX2_HEAVYTAIL-CLUSTER_L2_156,14,combo,2,HEAVY_TAIL;CLUSTER_FAIL,fire,(조합),,,CLUSTER_FAIL;HEAVY_TAIL,HEAVY_TAIL,,,,,MINOR,"[MINOR] [현상] 분포 꼬리가 두껍게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포 꼬리가 두꺼움(간헐 spike) — 산발 이상치 원인(contact/노이즈) 관찰"
MIX2_HEAVYTAIL-CLUSTER_L3_157,14,combo,3,HEAVY_TAIL;CLUSTER_FAIL,fire,(조합),,,CLUSTER_FAIL;HEAVY_TAIL,HEAVY_TAIL,,,,,MINOR,"[MINOR] [현상] 분포 꼬리가 두껍게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포 꼬리가 두꺼움(간헐 spike) — 산발 이상치 원인(contact/노이즈) 관찰"
MIX2_HEAVYTAIL-CLUSTER_L4_158,14,combo,4,HEAVY_TAIL;CLUSTER_FAIL,fire,(조합),,,CLUSTER_FAIL;HEAVY_TAIL,HEAVY_TAIL,,,,,MINOR,"[MINOR] [현상] 분포 꼬리가 두껍게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포 꼬리가 두꺼움(간헐 spike) — 산발 이상치 원인(contact/노이즈) 관찰"
MIX2_HEAVYTAIL-CLUSTER_L5_159,14,combo,5,HEAVY_TAIL;CLUSTER_FAIL,fire,(조합),,,CLUSTER_FAIL;HEAVY_TAIL,HEAVY_TAIL,,,,,MINOR,"[MINOR] [현상] 분포 꼬리가 두껍게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포 꼬리가 두꺼움(간헐 spike) — 산발 이상치 원인(contact/노이즈) 관찰"
MIX2_MISSLIMIT-CLUSTER_L1_160,14,combo,1,MISSING_LIMIT;CLUSTER_FAIL,not_fire,(조합),,,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
MIX2_MISSLIMIT-CLUSTER_L2_161,14,combo,2,MISSING_LIMIT;CLUSTER_FAIL,fire,(조합),,,CLUSTER_FAIL;MISSING_LIMIT,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
CENTER_FAIL_L2_081,15,single,2,CENTER_FAIL,fire,center_fail_ratio,2.2,2.2199,CENTER_FAIL,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
CENTER_FAIL_L3_082,15,single,3,CENTER_FAIL,fire,center_fail_ratio,4.0,4.0698,CENTER_FAIL,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
CENTER_FAIL_L4_083,15,single,4,CENTER_FAIL,fire,center_fail_ratio,7.0,7.0297,CENTER_FAIL,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
MIX2_MISSLIMIT-CLUSTER_L3_162,15,combo,3,MISSING_LIMIT;CLUSTER_FAIL,fire,(조합),,,CLUSTER_FAIL;MISSING_LIMIT,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
MIX2_MISSLIMIT-CLUSTER_L4_163,15,combo,4,MISSING_LIMIT;CLUSTER_FAIL,fire,(조합),,,CLUSTER_FAIL;MISSING_LIMIT,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
MIX2_MISSLIMIT-CLUSTER_L5_164,15,combo,5,MISSING_LIMIT;CLUSTER_FAIL,fire,(조합),,,CLUSTER_FAIL;MISSING_LIMIT,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
MIX3_MEANSHIFT-HEAVYTAIL-CLUSTER_L1_180,15,combo,1,MEAN_SHIFT;HEAVY_TAIL;CLUSTER_FAIL,not_fire,(조합),,,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
MIX3_MEANSHIFT-HEAVYTAIL-CLUSTER_L2_181,15,combo,2,MEAN_SHIFT;HEAVY_TAIL;CLUSTER_FAIL,fire,(조합),,,CLUSTER_FAIL;MEAN_SHIFT;HEAVY_TAIL,MEAN_SHIFT;HEAVY_TAIL,,,,,MINOR,"[MINOR] [현상] 분포 중심이 한쪽 spec으로 치우쳐 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포 중심이 한쪽 spec 으로 치우침 — offset/센터링 trim 검토"
MIX3_WIDE-CLUSTER-HEAVYTAIL_L2_001_419,15,mixed,2,WIDE_DISTRIBUTION;CLUSTER_FAIL;HEAVY_TAIL,fire,(조합),,,CLUSTER_FAIL;WIDE_DISTRIBUTION;LOW_CPK;HEAVY_TAIL,WIDE_DISTRIBUTION;LOW_CPK;HEAVY_TAIL,,,,LOW_CPK,MAJOR,"[MAJOR] [현상] 산포가 spec 폭 대비 넓게 퍼져 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 산포가 spec 폭 대비 넓음 — 공정 변동 및 site/wafer 조건별 산포 차이 확인"
CENTER_FAIL_L5_084,16,single,5,CENTER_FAIL,fire,center_fail_ratio,10.5,10.5446,CENTER_FAIL;WAFER_GRADIENT,UNKNOWN,,,,WAFER_GRADIENT,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
MIX3_CLUSTER-HEAVYTAIL-MEANSHIFT_L4_010_428,16,mixed,4,CLUSTER_FAIL;HEAVY_TAIL;MEAN_SHIFT,fire,(조합),,,CLUSTER_FAIL;LOW_CPK;MEAN_SHIFT;HEAVY_TAIL,LOW_CPK;MEAN_SHIFT;HEAVY_TAIL,,,,LOW_CPK,MAJOR,"[MAJOR] [현상] 공정능력지수(Cpk)가 기준(1.33) 미달입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 공정능력지수 미달(cpk<1.33) — 산포/센터링 근본 점검"
MIX3_CLUSTER-WIDE-SUBPOP_L2_047_465,16,mixed,2,CLUSTER_FAIL;WIDE_DISTRIBUTION;SUBPOP_GAP,fire,(조합),,,CLUSTER_FAIL;WIDE_DISTRIBUTION;BIDIR_TAIL;LOW_CPK;SUBPOP_GAP,WIDE_DISTRIBUTION;LOW_CPK;SUBPOP_GAP,,,,BIDIR_TAIL;LOW_CPK,MAJOR,"[MAJOR][이봉] [현상] 산포가 spec 폭 대비 넓게 퍼져 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 산포가 spec 폭 대비 넓음 — 공정 변동 및 site/wafer 조건별 산포 차이 확인"
MIX3_MEANSHIFT-HEAVYTAIL-CLUSTER_L3_182,16,combo,3,MEAN_SHIFT;HEAVY_TAIL;CLUSTER_FAIL,fire,(조합),,,CLUSTER_FAIL;MEAN_SHIFT;HEAVY_TAIL,MEAN_SHIFT;HEAVY_TAIL,,,,,MINOR,"[MINOR] [현상] 분포 중심이 한쪽 spec으로 치우쳐 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포 중심이 한쪽 spec 으로 치우침 — offset/센터링 trim 검토"
MIX3_MEANSHIFT-HEAVYTAIL-CLUSTER_L4_183,16,combo,4,MEAN_SHIFT;HEAVY_TAIL;CLUSTER_FAIL,fire,(조합),,,CLUSTER_FAIL;LOW_CPK;MEAN_SHIFT;HEAVY_TAIL,LOW_CPK;MEAN_SHIFT;HEAVY_TAIL,,,,LOW_CPK,MAJOR,"[MAJOR] [현상] 공정능력지수(Cpk)가 기준(1.33) 미달입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 공정능력지수 미달(cpk<1.33) — 산포/센터링 근본 점검"
MIX3_MEANSHIFT-HEAVYTAIL-CLUSTER_L5_184,16,combo,5,MEAN_SHIFT;HEAVY_TAIL;CLUSTER_FAIL,fire,(조합),,,CLUSTER_FAIL;LOW_CPK;MEAN_SHIFT;HEAVY_TAIL,LOW_CPK;MEAN_SHIFT;HEAVY_TAIL,,,,LOW_CPK,MAJOR,"[MAJOR] [현상] 공정능력지수(Cpk)가 기준(1.33) 미달입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 공정능력지수 미달(cpk<1.33) — 산포/센터링 근본 점검"
RING_FAIL_L1_085,16,single,1,RING_FAIL,not_fire,ring_fail_ratio,1.0,0.992,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
RING_FAIL_L2_086,16,single,2,RING_FAIL,fire,ring_fail_ratio,1.4,1.3828,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
RING_FAIL_L3_087,16,single,3,RING_FAIL,fire,ring_fail_ratio,1.6,1.5932,CLUSTER_FAIL,UNKNOWN,,,,CLUSTER_FAIL,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
MIX2_CLUSTER-MEANSHIFT_L4_028_446,17,mixed,4,CLUSTER_FAIL;MEAN_SHIFT,fire,(조합),,,CLUSTER_FAIL;MEAN_SHIFT,MEAN_SHIFT,,,,,MINOR,"[MINOR] [현상] 분포 중심이 한쪽 spec으로 치우쳐 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포 중심이 한쪽 spec 으로 치우침 — offset/센터링 trim 검토"
MIX2_EDGE-SEVOUT_L1_125,17,combo,1,EDGE_FAIL;SEVERE_OUTLIER,not_fire,(조합),,,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
MIX2_EDGE-SEVOUT_L2_126,17,combo,2,EDGE_FAIL;SEVERE_OUTLIER,fire,(조합),,,EDGE_FAIL;SEVERE_OUTLIER;HEAVY_TAIL,SEVERE_OUTLIER;HEAVY_TAIL,,,,HEAVY_TAIL,MAJOR,"[MAJOR] [현상] outlier 성 fail 비율이 높게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 성 fail 비율 높음 — 개별 die 산발 이상, contact/retest 재현성 확인"
MIX2_WIDE-CLUSTER_L3_013_431,17,mixed,3,WIDE_DISTRIBUTION;CLUSTER_FAIL,fire,(조합),,,CLUSTER_FAIL;WIDE_DISTRIBUTION;LOW_CPK,WIDE_DISTRIBUTION;LOW_CPK,,,,LOW_CPK,MAJOR,"[MAJOR] [현상] 산포가 spec 폭 대비 넓게 퍼져 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 산포가 spec 폭 대비 넓음 — 공정 변동 및 site/wafer 조건별 산포 차이 확인"
MIX3_CLUSTER-SUBPOP-WIDE_L3_015_433,17,mixed,3,CLUSTER_FAIL;SUBPOP_GAP;WIDE_DISTRIBUTION,fire,(조합),,,CLUSTER_FAIL;WIDE_DISTRIBUTION;BIDIR_TAIL;LOW_CPK;SUBPOP_GAP,WIDE_DISTRIBUTION;LOW_CPK;SUBPOP_GAP,,,,BIDIR_TAIL;LOW_CPK,MAJOR,"[MAJOR][이봉] [현상] 산포가 spec 폭 대비 넓게 퍼져 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 산포가 spec 폭 대비 넓음 — 공정 변동 및 site/wafer 조건별 산포 차이 확인"
MIX3_OUTWARN-CLUSTER-MEANSHIFT_L3_022_440,17,mixed,3,OUTLIER_WARN;CLUSTER_FAIL;MEAN_SHIFT,fire,(조합),,,CLUSTER_FAIL;OUTLIER_WARN;MEAN_SHIFT;HEAVY_TAIL,OUTLIER_WARN;MEAN_SHIFT;HEAVY_TAIL,,,,HEAVY_TAIL,MINOR,"[MINOR] [현상] outlier 비율이 주의 수준으로 관찰됩니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 비율 주의 수준 — 개별 die 산발 이상 여부 관찰"
MIX3_SEVOUT-CLUSTER-SPECTIGHT_L4_012_430,17,mixed,4,SEVERE_OUTLIER;CLUSTER_FAIL;SPEC_TOO_TIGHT,fire,(조합),,,CLUSTER_FAIL;SEVERE_OUTLIER;SPEC_TOO_TIGHT;BIDIR_TAIL,SEVERE_OUTLIER;SPEC_TOO_TIGHT,,,,BIDIR_TAIL,MAJOR,"[MAJOR] [현상] outlier 성 fail 비율이 높게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 성 fail 비율 높음 — 개별 die 산발 이상, contact/retest 재현성 확인"
RING_FAIL_L4_088,17,single,4,RING_FAIL,fire,ring_fail_ratio,1.75,1.7436,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
RING_FAIL_L5_089,17,single,5,RING_FAIL,fire,ring_fail_ratio,1.82,1.8037,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
MIX1_CLUSTER_L5_044_462,18,mixed,5,CLUSTER_FAIL,fire,(조합),,,CLUSTER_FAIL;OUTLIER_WARN;HEAVY_TAIL,OUTLIER_WARN;HEAVY_TAIL,,,,OUTLIER_WARN;HEAVY_TAIL,MINOR,"[MINOR] [현상] outlier 비율이 주의 수준으로 관찰됩니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 비율 주의 수준 — 개별 die 산발 이상 여부 관찰"
MIX2_CENTER-WIDE_L1_130,18,combo,1,CENTER_FAIL;WIDE_DISTRIBUTION,not_fire,(조합),,,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
MIX2_CLUSTER-MEANSHIFT_L2_051_469,18,mixed,2,CLUSTER_FAIL;MEAN_SHIFT,fire,(조합),,,CLUSTER_FAIL;MEAN_SHIFT,MEAN_SHIFT,,,,,MINOR,"[MINOR] [현상] 분포 중심이 한쪽 spec으로 치우쳐 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포 중심이 한쪽 spec 으로 치우침 — offset/센터링 trim 검토"
MIX2_CLUSTER-SUBPOP_L3_045_463,18,mixed,3,CLUSTER_FAIL;SUBPOP_GAP,fire,(조합),,,CLUSTER_FAIL;SUBPOP_GAP,SUBPOP_GAP,,,,,MAJOR,"[MAJOR][이봉] [현상] 분포가 2개 level로 분리되는 양상입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포가 두 무리로 분리(이봉) — 로트/장비 혼입·조건 이원화 점검"
MIX2_EDGE-SEVOUT_L3_127,18,combo,3,EDGE_FAIL;SEVERE_OUTLIER,fire,(조합),,,EDGE_FAIL;SEVERE_OUTLIER;HEAVY_TAIL,SEVERE_OUTLIER;HEAVY_TAIL,,,,HEAVY_TAIL,MAJOR,"[MAJOR] [현상] outlier 성 fail 비율이 높게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 성 fail 비율 높음 — 개별 die 산발 이상, contact/retest 재현성 확인"
MIX2_EDGE-SEVOUT_L4_128,18,combo,4,EDGE_FAIL;SEVERE_OUTLIER,fire,(조합),,,EDGE_FAIL;SEVERE_OUTLIER;SPEC_TOO_TIGHT,SEVERE_OUTLIER;SPEC_TOO_TIGHT,,,,SPEC_TOO_TIGHT,MAJOR,"[MAJOR] [현상] outlier 성 fail 비율이 높게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 성 fail 비율 높음 — 개별 die 산발 이상, contact/retest 재현성 확인"
MIX2_EDGE-SEVOUT_L5_129,18,combo,5,EDGE_FAIL;SEVERE_OUTLIER,fire,(조합),,,EDGE_FAIL;SEVERE_OUTLIER;SPEC_TOO_TIGHT,SEVERE_OUTLIER;SPEC_TOO_TIGHT,,,,SPEC_TOO_TIGHT,MAJOR,"[MAJOR] [현상] outlier 성 fail 비율이 높게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 성 fail 비율 높음 — 개별 die 산발 이상, contact/retest 재현성 확인"
MIX2_SUBPOP-CLUSTER_L3_029_447,18,mixed,3,SUBPOP_GAP;CLUSTER_FAIL,fire,(조합),,,CLUSTER_FAIL;SUBPOP_GAP,SUBPOP_GAP,,,,,MAJOR,"[MAJOR][이봉] [현상] 분포가 2개 level로 분리되는 양상입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포가 두 무리로 분리(이봉) — 로트/장비 혼입·조건 이원화 점검"
MIX2_WIDE-CLUSTER_L4_039_457,18,mixed,4,WIDE_DISTRIBUTION;CLUSTER_FAIL,fire,(조합),,,CLUSTER_FAIL;WIDE_DISTRIBUTION;LOW_CPK,WIDE_DISTRIBUTION;LOW_CPK,,,,LOW_CPK,MAJOR,"[MAJOR] [현상] 산포가 spec 폭 대비 넓게 퍼져 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 산포가 spec 폭 대비 넓음 — 공정 변동 및 site/wafer 조건별 산포 차이 확인"
MIX1_CLUSTER_L5_068_486,19,mixed,5,CLUSTER_FAIL,fire,(조합),,,CLUSTER_FAIL;OUTLIER_WARN;HEAVY_TAIL,OUTLIER_WARN;HEAVY_TAIL,,,,OUTLIER_WARN;HEAVY_TAIL,MINOR,"[MINOR] [현상] outlier 비율이 주의 수준으로 관찰됩니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 비율 주의 수준 — 개별 die 산발 이상 여부 관찰"
MIX2_CENTER-WIDE_L2_131,19,combo,2,CENTER_FAIL;WIDE_DISTRIBUTION,fire,(조합),,,CENTER_FAIL;WIDE_DISTRIBUTION;LOW_CPK,WIDE_DISTRIBUTION;LOW_CPK,,,,LOW_CPK,MAJOR,"[MAJOR] [현상] 산포가 spec 폭 대비 넓게 퍼져 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 산포가 spec 폭 대비 넓음 — 공정 변동 및 site/wafer 조건별 산포 차이 확인"
MIX2_CENTER-WIDE_L3_132,19,combo,3,CENTER_FAIL;WIDE_DISTRIBUTION,fire,(조합),,,CENTER_FAIL;WIDE_DISTRIBUTION;LOW_CPK,WIDE_DISTRIBUTION;LOW_CPK,,,,LOW_CPK,MAJOR,"[MAJOR] [현상] 산포가 spec 폭 대비 넓게 퍼져 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 산포가 spec 폭 대비 넓음 — 공정 변동 및 site/wafer 조건별 산포 차이 확인"
MIX2_CENTER-WIDE_L4_133,19,combo,4,CENTER_FAIL;WIDE_DISTRIBUTION,fire,(조합),,,CENTER_FAIL;WIDE_DISTRIBUTION;LOW_CPK,WIDE_DISTRIBUTION;LOW_CPK,,,,LOW_CPK,MAJOR,"[MAJOR] [현상] 산포가 spec 폭 대비 넓게 퍼져 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 산포가 spec 폭 대비 넓음 — 공정 변동 및 site/wafer 조건별 산포 차이 확인"
MIX2_SPECTIGHT-EDGE_L1_140,19,combo,1,SPEC_TOO_TIGHT;EDGE_FAIL,not_fire,(조합),,,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
MIX2_SPECTIGHT-EDGE_L2_141,19,combo,2,SPEC_TOO_TIGHT;EDGE_FAIL,fire,(조합),,,EDGE_FAIL;SPEC_TOO_TIGHT,SPEC_TOO_TIGHT,,,,,MINOR,"[MINOR] [현상] 산포는 안정적이나 spec margin이 부족한 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포는 양호(좁고·중앙·단봉)한데 cpk 낮음 — spec margin 자체 검토(spec_review)"
MIX2_SPECTIGHT-EDGE_L3_142,19,combo,3,SPEC_TOO_TIGHT;EDGE_FAIL,fire,(조합),,,EDGE_FAIL;SPEC_TOO_TIGHT,SPEC_TOO_TIGHT,,,,,MINOR,"[MINOR] [현상] 산포는 안정적이나 spec margin이 부족한 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포는 양호(좁고·중앙·단봉)한데 cpk 낮음 — spec margin 자체 검토(spec_review)"
